ID_LAT_LONG
"('4e72bd668998f94a57e8526a', 37.336556, -121.894278)"
"('4c678f449cb82d7f3f3a94d2', 37.341912, -121.892347)"
"('4e98c9a3cc218247d90f32bd', 37.751442, -122.427931)"
"('457ff3d0f964a520553f1fe3', 37.77248, -122.404448)"
"('42853f80f964a5200c231fe3', 37.756454, -122.421348)"
"('42926e80f964a5201b241fe3', 37.771042, -122.406585)"
"('4b8446b7f964a520f12b31e3', 37.81294, -122.285316)"
"('5c6b4cb7811045002c099a0c', 37.332111, -121.905565)"
"('4ebd790ff790ce9dc916ff65', 37.828181, -122.255981)"
"('520169f7498eb30a27c24173', 37.797503, -122.422413)"
"('60488aa00c6bef49e243203a', 37.782151, -122.493027)"
"('42accc80f964a52040251fe3', 37.794392, -122.421225)"
"('4e395a0b887777123dd1e055', 37.751672, -122.404798)"
"('4c8bed4acf3ea1431886f051', 37.809187, -122.28309)"
"('548287ed498ed8a19e391254', 37.804657, -122.271204)"
"('4e0a83f41495b12d82382c71', 37.763863, -122.467073)"
"('4a060428f964a520ad721fe3', 37.805474, -122.41385)"
"('5c0aefd112f0a9002cded0ab', 37.771574, -122.404753)"
"('59e56a7f0fe7a053f3d23f54', 37.770263, -122.402238)"
"('4fd60535e4b0b916eb507833', 37.838587, -122.287877)"
"('4bef648f2ff520a16b8fe8a2', 37.835347, -122.281015)"
"('4e74ba83922ef20af586d846', 37.773989, -122.411633)"
"('4b4ab17ff964a5200d8d26e3', 37.729843, -122.398783)"
"('4f3273a519836c91c7d9284a', 37.739171, -122.390446)"
"('4e8694e50aafe7a08166f7a3', 37.760143, -122.414113)"
"('50a2a081e4b049b5a6ee2c22', 37.880818, -122.270074)"
"('5989205d64c8e12750122427', 37.786637, -122.419691)"
"('54fb3d7a498e39df2f280ca8', 37.353122, -121.886075)"
"('5d9ba9f0c664840008307138', 37.828285, -122.256776)"
"('42e03700f964a52065261fe3', 37.793411, -122.422529)"
"('51c655f2498e6def8b699314', 37.754075, -122.477953)"
"('40c3b000f964a520e2001fe3', 37.332106, -121.884375)"
"('5a08b0b4e65d0c20c653b266', 37.339574, -121.884131)"
"('4c7a95c2566db60c5d65480e', 37.799874, -122.442626)"
"('4a0af16df964a520b2741fe3', 37.771036, -122.386083)"
"('417c4200f964a520c71d1fe3', 37.769197, -122.452057)"
"('4b9eff30f964a520180f37e3', 37.840136, -122.298088)"
"('528f8878498eb0db6d08293e', 37.337041, -121.889293)"
"('602de07fd4234148c3ff9983', 37.807168, -122.288642)"
"('4a394777f964a5204e9f1fe3', 37.759603, -122.421606)"
"('53a4d689498ea115342ebc1c', 37.807328, -122.267411)"
"('53a0ee8b498e527f3c70bfeb', 37.318268, -121.883705)"
"('4a9ea79ff964a520cf3a20e3', 37.809004, -122.24856)"
"('4abff1aef964a520289320e3', 37.336641, -121.909245)"
"('4a63da64f964a520ecc51fe3', 37.802417, -122.425213)"
"('5ae10775e97dfb002c06c70a', 37.768521, -122.422491)"
"('5070e542fe1e70c3901483b7', 37.80818, -122.269541)"
"('49ebd15af964a52034671fe3', 37.323909, -121.913355)"
"('4fbe64f57b0c49b697760e3e', 37.806196, -122.437696)"
"('45215c72f964a520ca3a1fe3', 37.870285, -122.269263)"
"('5c3384fbacc5f5002c89a62c', 37.786982, -122.398922)"
"('4a0f1944f964a52023761fe3', 37.839776, -122.262535)"
"('5e35eb94bd1d4d00072bc762', 37.775551, -122.497719)"
"('4bf6f62f13aed13a4d89eaf7', 37.739672, -122.425874)"
"('58901f9ce18e653095361b48', 37.778595, -122.415489)"
"('583f36b70b7e9312ee559aef', 37.785373, -122.395601)"
"('56d9901ecd108c3b1d8d9f9b', 37.801973, -122.401096)"
"('637c298ac7ee712500ca62df', 37.795497, -122.399065)"
"('4c83ed6fd8086dcb887e8452', 37.866686, -122.253891)"
"('4b19d3f4f964a520f6e423e3', 37.780683, -122.476459)"
"('5a03ae7366f3cd6001ed55d7', 37.793638, -122.399027)"
"('49c2d976f964a52030561fe3', 37.873431, -122.268857)"
"('4f08858fe4b0596c8ebe2dd0', 37.775367, -122.511534)"
"('42af6f80f964a5205e251fe3', 37.782468, -122.392563)"
"('4c85460151ada1cdb03c3610', 37.751595, -122.498291)"
"('4b1843cef964a520decf23e3', 37.796612, -122.403289)"
"('57db14c9498ebe11d4a6e6db', 37.81904, -122.262416)"
"('43067280f964a52023271fe3', 37.795536, -122.393425)"
"('5c1bceeb0a08ab002c31a15c', 37.841028, -122.293617)"
"('52fd936b498e9c816a9e42e0', 37.836193, -122.262831)"
"('4a1babcbf964a520047b1fe3', 37.784978, -122.431564)"
"('4efa16109911b01dddd11a6c', 37.837014, -122.267114)"
"('44e36f32f964a52041371fe3', 37.778639, -122.415778)"
"('5a2ae8f90c9f311a1b1f4d95', 37.365119, -121.86731)"
"('4bdf7980e75c0f473a6dcb03', 37.785315, -122.47781)"
"('4b7e0304f964a520f7de2fe3', 37.737186, -122.394199)"
"('4b232d1ef964a5202a5424e3', 37.351178, -121.896353)"
"('608e35bb5665f260bbf1fbfb', 37.370301, -121.881696)"
"('4b78eda9f964a52086e62ee3', 37.319748, -121.893376)"
"('43a016cbf964a5201b2c1fe3', 37.787448, -122.398806)"
"('5f4b275d88944a58b58a81f4', 37.781045, -122.402659)"
"('5484b6d2498e5509ca9b9962', 37.786808, -122.398625)"
"('4cd35bb6793d224ba6b84810', 37.811601, -122.242681)"
"('621bbf1a507988046365ff20', 37.773721, -122.438638)"
"('5ce5ed2fd552c7002c078c26', 37.828063, -122.256692)"
"('49fdbacbf964a520236f1fe3', 37.789035, -122.434456)"
"('4b58ac6bf964a520026528e3', 37.805344, -122.294205)"
"('5025bee7e4b0235587096c09', 37.331581, -121.905178)"
"('4a998e16f964a5200b2f20e3', 37.839719, -122.299714)"
"('4f833c3be4b0e533af027908', 37.738601, -122.389768)"
"('5a480b9db8fd9d6ba9355f40', 37.779861, -122.217895)"
"('4ddc50bbd164236dd371b0b7', 37.776085, -122.402151)"
"('40c3b000f964a520e3001fe3', 37.332564, -121.884399)"
"('49c5b7a8f964a5201f571fe3', 37.809287, -122.256543)"
"('529e452911d2b1181cd2f09a', 37.337218, -121.887727)"
"('4f272c66e4b08842e6c1c4b2', 37.778826, -122.391488)"
"('57213571498e0718cd926737', 37.800659, -122.275709)"
"('4a07929df964a52085731fe3', 37.781172, -122.456065)"
"('584b00068f0be42a4dbf33ed', 37.78373, -122.434214)"
"('52eb109611d2f169d2d80599', 37.757365, -122.421402)"
"('51d3860f498ec834e85ea625', 37.336556, -121.894278)"
"('4a6a86cdf964a520b0cd1fe3', 37.8698, -122.267642)"
"('4b8ab3acf964a520d87a32e3', 37.850436, -122.260206)"
"('4bd9eb38c79cc92806a37ce9', 37.7791, -122.458378)"
"('4a53b54af964a520a4b21fe3', 37.797751, -122.401206)"
"('4aa81f47f964a520734f20e3', 37.781655, -122.456165)"
"('575730a3498e1522af37082a', 37.768489, -122.419479)"
"('4ae20cd2f964a5202b8a21e3', 37.786439, -122.450859)"
"('56539efc498e1cb78c5e8714', 37.87547, -122.260429)"
"('50a1bb99e4b006efbc783ede', 37.753912, -122.479233)"
"('52c74e73498e2c610807c6b8', 37.775518, -122.498147)"
"('565939d6498e8673e8df7a67', 37.788756, -122.393219)"
"('4a298355f964a5209f951fe3', 37.764056, -122.463288)"
"('4cb0ecf5aef16dcb9359b554', 37.838711, -122.251059)"
"('4b747584f964a520e8dd2de3', 37.728851, -122.392491)"
"('42e03700f964a52063261fe3', 37.788415, -122.408828)"
"('582f93631d21ba15a4acc52e', 37.866375, -122.267157)"
"('4c3b73de1a1cd13aa162b60d', 37.801344, -122.263119)"
"('50ad9a65f31c1a5986177b92', 37.349579, -121.886529)"
"('49c6a621f964a52069571fe3', 37.343302, -121.889414)"
"('582f70ae04aa4f5e81d0ea53', 37.85087, -122.278754)"
"('58dd6376ca10703b62225c47', 37.841028, -122.293617)"
"('4f1f0a71e4b03ae365ded94c', 37.841001, -122.293544)"
"('46b9027ef964a520ca491fe3', 37.782502, -122.388693)"
"('49f168eef964a520aa691fe3', 37.795486, -122.400068)"
"('5bea4be5f05ca8002de976b5', 37.841001, -122.293544)"
"('4abfe423f964a520d39220e3', 37.762797, -122.464359)"
"('49b1a93df964a520d9521fe3', 37.763254, -122.4153)"
"('4bf5e710004ed13a55a441a0', 37.77208, -122.397686)"
"('4ab88596f964a520057d20e3', 37.365334, -121.916017)"
"('40e4a580f964a520f5091fe3', 37.784806, -122.418866)"
"('4ce5ed149f776ea87b174f22', 37.73583, -122.389677)"
"('4085b980f964a52093f21ee3', 37.765119, -122.399857)"
"('4d519b1a9b27721efe86b946', 37.800592, -122.272261)"
"('4d40963900e8a35dda55fcfa', 37.80593, -122.276874)"
"('557c6585498ebf798e085856', 37.805034, -122.416621)"
"('53b4dd52498eef48c82d89a5', 37.777475, -122.423307)"
"('60ad63f273a458130b2ae450', 37.763458, -122.422049)"
"('49daea87f964a520be5e1fe3', 37.772058, -122.436891)"
"('4cc88860e7926dcb39a25677', 37.775926, -122.22463)"
"('61199126349c3133bed20949', 37.779931, -122.481143)"
"('4a77ae99f964a520fde41fe3', 37.775468, -122.499218)"
"('4be9c54b61aca59345f68200', 37.825371, -122.260772)"
"('4a0c85b6f964a5203a751fe3', 37.331598, -121.905394)"
"('5c0881f112c8f000397b6f1e', 37.850848, -122.278178)"
"('4b48df53f964a520165b26e3', 37.83509, -122.251425)"
"('5dd0ad6256b2c80008a5a966', 37.766006, -122.449789)"
"('4ca2a4db554b236ac2402048', 37.782309, -122.435706)"
"('40bd1880f964a520b3001fe3', 37.787213, -122.387321)"
"('5c3163e4f193c0002c1a7868', 37.799699, -122.253695)"
"('6019f94a5a1c413a68a6dc09', 37.752787, -122.503591)"
"('4c45cd09da2176b08e45637a', 37.757402, -122.406354)"
"('4a8dcd5ef964a520ee1020e3', 37.782373, -122.482937)"
"('5da7b4431412d10008ca3f3a', 37.808148, -122.269109)"
"('573f74a4498ee00a311d2ae0', 37.828025, -122.256761)"
"('49f6609af964a520366c1fe3', 37.775366, -122.223809)"
"('5aa43078829b0c28375e513b', 37.760708, -122.388272)"
"('43e879cbf964a5200f2f1fe3', 37.760483, -122.419508)"
"('475fbd10f964a520de4c1fe3', 37.764435, -122.402827)"
"('4aa463e5f964a520ab4620e3', 37.7858, -122.399856)"
"('4afcbb8bf964a520752522e3', 37.727146, -122.406291)"
"('582352764972292ad70ec0bd', 37.782376, -122.393346)"
"('4a89b073f964a520b90820e3', 37.834226, -122.263364)"
"('5f5bb093b86b535e835df323', 37.781167, -122.456566)"
"('53dd5236498e26a926d69c5d', 37.851455, -122.252295)"
"('56d64679498e3ed8bc19624b', 37.815612, -122.267602)"
"('4b54d614f964a520f1ce27e3', 37.716057, -122.440667)"
"('4d7186cdd145a1cde06aa6f3', 37.35227, -121.88653)"
"('4a63eb4af964a52002c61fe3', 37.794986, -122.253352)"
"('5a9c4ec9c58ed74fd59216e3', 37.787892, -122.413099)"
"('4bae7604f964a5203bb53be3', 37.75747, -122.392929)"
"('61f2ea221d00055449e926a7', 37.351178, -121.901436)"
"('53f055a4498e067053c38795', 37.799302, -122.266374)"
"('4bbe8abc85fbb713b9037167', 37.331332, -121.904521)"
"('4a21b55df964a520327d1fe3', 37.764155, -122.394496)"
"('452b81ddf964a520393b1fe3', 37.784255, -122.407539)"
"('58a3a06dbbec6606e1b580a3', 37.785418, -122.405712)"
"('4e582401aeb7eff130d6643f', 37.333069, -121.884212)"
"('60bd68639bf0196c336fa37c', 37.850507, -122.278805)"
"('524fa179498e0b52fd6abe18', 37.774565, -122.40837)"
"('5b4297c19411f2002c274de9', 37.775613, -122.438248)"
"('4c6df90d4d24b60c2eaad7d8', 37.824108, -122.277135)"
"('55dd4192498ee15d2ea9da76', 37.752781, -122.504092)"
"('5554beb2498e0d5fcf357c1c', 37.765211, -122.399934)"
"('49ca8f4df964a520b9581fe3', 37.782425, -122.407685)"
"('4abc421df964a520ef8620e3', 37.80807, -122.270584)"
"('5bcf03ccbe7078002c7aa887', 37.87075, -122.30051)"
"('3fd66200f964a52017ed1ee3', 37.764362, -122.46653)"
"('5e8515aae18f4c00088437ab', 37.763044, -122.412492)"
"('4a424d0ef964a520b7a51fe3', 37.781301, -122.399735)"
"('63dd42869ebc1474e3861296', 37.836534, -122.262205)"
"('4b48ee5bf964a520e85d26e3', 37.751189, -122.498052)"
"('4dc4494252b1e8f9f7b6ec51', 37.365334, -121.916017)"
"('4b2c158cf964a5203ec124e3', 37.841308, -122.251711)"
"('5b74ce4a2d270e001cc862da', 37.771149, -122.391036)"
"('4cd4d9ca76ab721e60e6696a', 37.769824, -122.510987)"
"('595993d4db2aeb08864ffd0a', 37.836366, -122.262267)"
"('43027e00f964a5200c271fe3', 37.841278, -122.293775)"
"('4a68c9ddf964a52007cb1fe3', 37.858366, -122.252909)"
"('5c1c606867a9fe00393caf84', 37.774261, -122.391363)"
"('4a67fdbbf964a5204fca1fe3', 37.810605, -122.243772)"
"('4b453a9bf964a520920826e3', 37.328209, -121.884237)"
"('4b78bbc8f964a520ecdf2ee3', 37.77427, -122.427203)"
"('4b71ed7af964a520b3642de3', 37.778282, -122.396904)"
"('43eb859cf964a5203a2f1fe3', 37.772123, -122.436895)"
"('53cf2ef3498e1e5b6248251d', 37.332385, -121.884604)"
"('4a628c44f964a5204bc41fe3', 37.875567, -122.260004)"
"('4d8577398de9721ed4264851', 37.753729, -122.483735)"
"('57e7f97a498e56b061a36b71', 37.773636, -122.466151)"
"('4ad6765ef964a5204c0721e3', 37.78278, -122.464903)"
"('49bc2d06f964a5201d541fe3', 37.797662, -122.40665)"
"('4a999200f964a520202f20e3', 37.782672, -122.46461)"
"('4ac69762f964a5204bb520e3', 37.788926, -122.444843)"
"('49b7e0c6f964a5202f531fe3', 37.764902, -122.39841)"
"('51e75312498e88c3ff328821', 37.774478, -122.410372)"
"('56908ed5498e732a4fa8dfb7', 37.766821, -122.415654)"
"('51ead7342fc6656e0c53d89e', 37.763736, -122.47638)"
"('53bc952e498eda5dc4c5893f', 37.811412, -122.243029)"
"('4e486864b0fb93df27242931', 37.760396, -122.419789)"
"('521fea1411d2fec7e3b773c0', 37.333072, -121.874904)"
"('4d1bfe5fc50e6ea8f342cfb8', 37.33972, -121.889938)"
"('4dbcc98ecda109aa6ca56f68', 37.779138, -122.458309)"
"('50b6e562e4b0132956c9367a', 37.858565, -122.291476)"
"('46aa8f98f964a52062491fe3', 37.879875, -122.269589)"
"('4b58c813f964a520e56a28e3', 37.870505, -122.279531)"
"('4bf97f37508c0f4765583f31', 37.793609, -122.253416)"
"('4a75d4c6f964a52060e11fe3', 37.752818, -122.504883)"
"('4ae1f187f964a520048921e3', 37.791581, -122.390016)"
"('41e46880f964a520e01e1fe3', 37.765051, -122.422573)"
"('5d2a223bac5dfc0023b6424c', 37.813043, -122.247429)"
"('4d2cbe57a40da35d470c8c77', 37.840618, -122.264809)"
"('4c06940cb4aa0f4712516462', 37.784528, -122.439995)"
"('4c2f6b30ac0ab713a5c71b1e', 37.800821, -122.253975)"
"('43f0db4ff964a5207e2f1fe3', 37.758823, -122.42156)"
"('4b4bd631f964a5201fa926e3', 37.843086, -122.268038)"
"('5acaebb06f706a26438d47f8', 37.759473, -122.421598)"
"('4adabbfff964a5201e2421e3', 37.865372, -122.267028)"
"('56a86953498ee35f4e8cde5b', 37.794054, -122.402565)"
"('4abfd903f964a520979220e3', 37.865204, -122.26709)"
"('5192672a498ef2510e39f67b', 37.837633, -122.26758)"
"('49f099d3f964a52038691fe3', 37.782954, -122.400764)"
"('58a6042c005a0f686d9159b2', 37.324027, -121.900621)"
"('5aac6c7ae0c0c97282b8ccf3', 37.764848, -122.398264)"
"('4ac9994ef964a52016c020e3', 37.786041, -122.408258)"
"('562d6734498efab73a388f9b', 37.770043, -122.390971)"
"('4bd499ea6f6495217ab56dec', 37.783911, -122.389063)"
"('4249ec00f964a5208f201fe3', 37.775527, -122.43767)"
