empty_slots,free_bikes,id,latitude,longitude,name,timestamp,extra_ebikes,extra_has_ebikes,extra_last_updated,extra_payment,extra_payment-terminal,extra_rental_uris_android,extra_rental_uris_ios,extra_renting,extra_returning,extra_slots,extra_uid,extra_address
23,0,ed898b7f32d290732a31b0b519c1f7e3,37.36767805240811,-121.9187942147255,Metro Dr at Technology Dr,2023-08-22T02:33:57.115000Z,0,True,1692671555,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,23,e81efb0f-faee-43dd-b8e0-1e1f0cad61f1,
15,12,219cc838b24b5ceb39af7bcd6e6c5e13,37.360854155253826,-121.90683424472809,Kerley Dr at Rosemary St,2023-08-22T02:33:57.084000Z,2,True,1692671475,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,27,ab8cc22e-0f34-4476-bf81-293cbbb2e69c,
1,16,4bbdbdf6abbdbb73cedafe47831eafd1,37.796470691622936,-122.4168576300144,Leavenworth St at Broadway,2023-08-22T02:33:57.437000Z,7,True,1692671566,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,19,36d93f40-149d-4b0d-ab4c-ea4aad093937,
20,4,0891ec75daf2bf9e823f4a02e21fa9fd,37.870139,-122.268422,Downtown Berkeley BART,2023-08-22T02:33:57.494000Z,0,True,1692671498,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,28,7adb5dde-e34a-4964-98d3-f64a940beacb,
21,1,193169dbc243a90e9c68e9bd94763748,37.87367621459825,-122.26848721504211,Shattuck Ave at Hearst Ave,2023-08-22T02:33:57.392000Z,0,True,1692671565,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,23,b43472b6-2dfc-451e-a668-abc1a1099b6e,
17,6,f00345a08621722a4e680cf784706a3c,37.8677892,-122.2658964,Fulton St at Bancroft Way,2023-08-22T02:33:57.182000Z,0,True,1692671560,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,23,a4176220-2f51-47dd-82c4-342dc97867bd,
14,13,2367c9313860a8dbae94ac5045768995,37.8690599,-122.270556,Berkeley Civic Center,2023-08-22T02:33:57.348000Z,0,True,1692671536,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,27,99665404-d98e-472c-9f68-0016be3601db,
22,1,6230d81b26fbf3b08d04f63a436c69f9,37.8524766,-122.2702132,Ashby BART Station,2023-08-22T02:33:57.165000Z,0,True,1692671513,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,23,25e8f173-3c6f-43d5-9806-af1c72f6f3d8,
15,4,65097799f269d187692b073a83c0d4d3,37.8660431,-122.2588044,Haste St at Telegraph Ave,2023-08-22T02:33:57.422000Z,0,True,1692671564,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,19,318b8d9d-cf10-41a5-988a-860a07f0543d,
24,0,47e30e549ebbe3b8fad38f2df2f1ad59,37.8693603,-122.2543374,Bancroft Way at College Ave,2023-08-22T02:33:57.389000Z,0,True,1692671482,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,30,a646ab7e-7396-4009-abb8-0b51171325ff,
13,5,1b0c18aa2600cb61c4dc8594a02f4417,37.8193814,-122.2619284,Broadway at 30th St,2023-08-22T02:33:57.474000Z,0,True,1692671507,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,19,b96ee0c1-a83b-4f0c-9eae-4592672b3e86,
15,3,1ad3234f9bd6b3e93ef20656d9111087,37.8262863,-122.2651002,MacArthur Blvd at Telegraph Ave,2023-08-22T02:33:57.526000Z,0,True,1692671497,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,18,f3db9065-9d34-451e-ae8e-930612f8b8d7,
7,8,efbe528107bed4defe202f50c2d6f2c0,37.8403643,-122.2644881,Shattuck Ave at 55th St,2023-08-22T02:33:57.128000Z,0,True,1692671548,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,15,cd4b4099-e2f5-4d46-bc1f-ed96d22548cc,
3,12,ab6763b2d94b0eb690addb48b9cf3827,37.8417999,-122.2515349,College Ave at Taft Ave,2023-08-22T02:33:57.465000Z,0,True,1692671497,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,15,5f13426c-73f2-4272-a498-f11ff007e8d3,
6,17,1e03b246c6716378bd815f00c7a635da,37.84427875399067,-122.251900434494,Rockridge BART Station,2023-08-22T02:33:57.384000Z,0,True,1692671506,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,24,31146111-fc8f-4107-9087-1a160eefaa54,
6,9,1736d145e5ef5447a53cc9f100701ccc,37.8444927,-122.261351,Telegraph Ave at 58th St,2023-08-22T02:33:57.177000Z,0,True,1692671504,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,15,50518b51-6910-4f71-bb20-7b0d0fc4f4b7,
18,7,edd2cf03bfbe6ade0bd14f40ae4b5ece,37.8087021,-122.2699271,Telegraph Ave at 19th St,2023-08-22T02:33:57.433000Z,0,True,1692671549,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,27,f1ee54eb-4abe-4158-9c82-53bcc640fc77,
25,2,df3ca6be81e340c4899ec6ae8c4429e4,37.8113768,-122.2651925,Grand Ave at Webster St,2023-08-22T02:33:57.499000Z,0,True,1692671519,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,27,cb84be53-d226-47fc-aa81-789c037361d4,
8,14,b9afbe24f97e40d2168eed1c8184c07d,37.8013189,-122.2626418,Lakeside Dr at 14th St,2023-08-22T02:33:57.198000Z,0,True,1692671490,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,27,b8398469-a2ba-4d86-8f5a-07f9883796bd,
8,7,76b57950b5f2a4b0a4821e64bb700e24,37.8426295,-122.267738,Dover St at 57th St,2023-08-22T02:33:57.509000Z,0,True,1692671489,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,15,9cb2f8b5-0d32-4a15-a4f1-3990595156de,
2,13,f848023d531b827a8e7c8c87173b6a4d,37.8396488,-122.2717561,Genoa St at 55th St,2023-08-22T02:33:57.259000Z,0,True,1692671466,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,15,a247eef9-7ee3-4827-8ddb-fbd8daca7a0b,
8,21,b735b2cab35ea7bdaff9b2ce7413984f,37.79728,-122.398436,Davis St at Jackson St,2023-08-22T02:33:57.542000Z,10,True,1692671493,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,35,faad71bc-21e3-4ce1-8b84-63f782a91d1b,
13,10,f64d35757bf16e8af5a408a9c72af91e,37.792251,-122.397086,Embarcadero BART Station (Beale St at Market St),2023-08-22T02:33:57.359000Z,1,True,1692671541,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,28,16fea24d-ec2c-4e37-8f63-fc9f793de2cf,
15,16,6c229502dbd727e48d9b7970dabbd21f,37.788975,-122.403452,Post St at Kearny St,2023-08-22T02:33:57.458000Z,14,True,1692671523,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,33,3213dcdb-2ba7-46ad-b358-258a34bde9e0,
8,3,0794b05a99e808986301411273356796,37.85022187449679,-122.26017236709595,Telegraph Ave at Alcatraz Ave,2023-08-22T02:33:57.440000Z,0,True,1692671524,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,11,790da352-5aaa-4bb9-8453-e8ec2f78c038,
1,18,e5a34fd23cbefa6b718d20509d1d8bdc,37.33203868095132,-121.8817663192749,5th St at San Salvador St,2023-08-22T02:33:57.525000Z,0,True,1692671476,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,19,bd217291-f4ad-4e1d-8c13-e27d39a35fef,
14,13,c84aa30b9e135787bd06304d3b4caf88,37.788299978150825,-122.40853071212767,Union Square (Powell St at Post St),2023-08-22T02:33:57.505000Z,12,True,1692671540,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,27,6d0651c2-022b-4e4d-add0-a1bda32e6725,
10,17,36aa8ab83177d5f5beb83685c7f645d3,37.8007544,-122.2748943,Washington St at 8th St,2023-08-22T02:33:57.518000Z,0,True,1692671515,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,27,8f34c934-e51e-4b0f-810c-916618b6cd90,
4,15,f83da983e1b1de735ef62006310c76ba,37.8401858,-122.2618225,55th St at Telegraph Ave,2023-08-22T02:33:57.496000Z,0,True,1692671477,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,19,bf463e48-e629-4fed-9e7e-551e5c5a1af7,
22,0,ef3a4e5c05845ca17d2c2db654a2a5fa,37.8357883,-122.2516207,Broadway at Coronado Ave,2023-08-22T02:33:57.253000Z,0,True,1692671497,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,23,67ed16db-4800-4671-bba4-e8ef52d6d74e,
22,0,eea0a9aed0f267d94aa702cd52458754,37.8381269,-122.2512714,College Ave at Bryant Ave,2023-08-22T02:33:57.126000Z,0,True,1692671484,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,23,b31a7464-fb7f-4554-a89b-ef8b4c97a367,
7,12,7e64ecd17d4a2708631d979da3ac4443,37.33279952386071,-121.88385039567946,4th St at San Carlos St,2023-08-22T02:33:57.544000Z,1,True,1692671489,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,19,453a6d0d-31ce-4204-b2e1-2f9532e4b356,
0,19,a3e415a5d4437c5b8ed58f5620a2acb1,37.7735069,-122.4160402,11th St at Natoma St,2023-08-22T02:33:57.369000Z,12,True,1692528507,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,0,0,19,49754dc9-1925-4020-a599-704c9f064b03,
31,4,25ccddba147690ec254ca9e68d3c559d,37.7737932060887,-122.42123901844025,Market St at Franklin St,2023-08-22T02:33:57.543000Z,1,True,1692671497,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,35,bf116a73-3718-46c1-ac14-c295963150ae,
7,18,c7bb5e8c49bf8b8165f0d7f09d620df3,37.7717933,-122.4337079,Pierce St at Haight St,2023-08-22T02:33:57.418000Z,6,True,1692671515,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,27,1de96988-6dfc-4f97-8570-6d8664b6e88a,
24,1,e941de3073caf24cb07ee3425c80e479,37.7730627,-122.4390777,Broderick St at Oak St,2023-08-22T02:33:57.500000Z,1,True,1692671515,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,26,b1a957d2-5e0e-4a99-bca3-7f3db21d30eb,
12,9,e8ac145be6193651c7de9caf2bece382,37.799953,-122.398525,The Embarcadero at Vallejo St,2023-08-22T02:33:57.399000Z,0,True,1692671536,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,21,7c7ac914-40e5-426d-b9c4-f12b1a556be8,
14,9,d777960e181c3911183b59171cded0a8,37.7614205,-122.4264353,Mission Dolores Park,2023-08-22T02:33:57.436000Z,4,True,1692671481,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,27,53bea4e6-b907-424c-b519-d286ffb713d8,
2,20,1a07a9e1057626b3844050832a2581bf,37.7592103,-122.4213392,Mission Playground,2023-08-22T02:33:57.398000Z,11,True,1692671453,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,22,f6c0f2ed-11cc-4b74-9d03-f2b298c9bd1b,
15,4,d77de46766fff22f98cbfff8959742da,37.7605936,-122.4148171,Folsom St at 19th St,2023-08-22T02:33:57.177000Z,1,True,1692671517,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,19,aa6d4372-55f7-451a-a9ab-a546001fd8f7,
3,25,1a8541216cf020de1dcf4f90c8fd0919,37.7616343,-122.3906477,Esprit Park (19th St at Minnesota St),2023-08-22T02:33:57.432000Z,24,True,1692671492,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,31,0b596735-1b55-4aaa-8421-2ac1a39267b1,
14,9,e8061d928a602d4e74975b184f61df6d,37.7567083,-122.421025,Valencia St at 21st St,2023-08-22T02:33:57.199000Z,2,True,1692671529,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,23,08a1a4d2-e83a-4911-8743-41006698f4da,
7,16,e28f658f5100e41a80d7896d356bc7f6,37.321181834267314,-121.9030898809433,Auzerais Ave at Los Gatos Creek Trail,2023-08-22T02:33:57.197000Z,1,True,1692671535,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,23,46f36a3a-f550-4fe0-bfe8-b94fddaf95d8,
15,8,b063f8d6a24fea4eb06aac2817efc46b,37.32601084794081,-121.91232740879057,Park Ave at Race St,2023-08-22T02:33:57.493000Z,0,True,1692671521,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,23,45d77294-6643-4ba4-bd8b-2e8c27430dfe,
11,12,4ceb165eadff654c51cd12c1fc44b422,37.774017937683546,-122.4238085746765,Octavia Blvd at Page St,2023-08-22T02:33:57.350000Z,4,True,1692671543,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,27,e2b8752f-c441-4d30-8bcf-f78b378c7c2d,
18,19,113b9406090fbc8b512ee504634da501,37.7328128005294,-122.43414044380188,Glen Park BART Station,2023-08-22T02:33:57.073000Z,5,True,1692671529,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,40,e0ae39c6-90d9-4302-8da9-582cdaaa2a60,
9,10,20506dc0614eddbe19dd917155bae3b7,37.34398467798214,-121.87438488006593,17th St at Santa Clara St,2023-08-22T02:33:57.254000Z,1,True,1692671499,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,19,30429aed-9a47-4fd9-87fa-0db835aa8265,
0,15,e4484b938889737f1687d11b6ff02341,37.330698,-121.888979,San Carlos St at Market St,2023-08-22T02:33:57.300000Z,0,True,1692671556,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,15,caadcda3-bbdb-4cc5-825a-7e3d79ea921e,
4,18,3933d9199c099118951ac7cf72031c13,37.331415,-121.8932,Almaden Blvd at San Fernando St,2023-08-22T02:33:57.349000Z,0,True,1692671549,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,23,32974dc6-2aea-45d3-ae66-06f02f45ecaa,
8,27,0cc1f03c89a4048d7b2df21d498bde14,37.329732,-121.901782,San Jose Diridon Station,2023-08-22T02:33:57.380000Z,2,True,1692671487,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,35,dc2f7685-c3e3-4536-b78b-740479cbb207,
3,16,cad9a547732685a295e62323fd9aa378,37.333798,-121.886943,Paseo De San Antonio at 2nd St,2023-08-22T02:33:57.234000Z,0,True,1692671501,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,19,891b961d-b674-49be-9579-71f5feb4598d,
18,3,7bb8d66fe7b1db88c66142fe3da816c3,37.335885,-121.88566,San Fernando St at 4th St,2023-08-22T02:33:57.352000Z,2,True,1692671510,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,23,c52ca98a-70c6-42da-9867-4f35060b5d2e,
15,3,3e4a340888aa808d7bbae5d2372c06dc,37.333955,-121.877349,San Salvador St at 9th St,2023-08-22T02:33:57.515000Z,0,True,1692671474,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,19,53d1c097-50e3-494d-bddc-bdab49c7c39b,
10,5,16b5b91495e0c631f87a21bdc3b2d41f,37.834174,-122.272968,Market St at 45th St,2023-08-22T02:33:57.406000Z,0,True,1692671557,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,15,bde0daf3-435d-4e6a-a477-ec9a4b4c17f7,
2,9,48ae1a8e476b68de634e7f103c359b56,37.333988,-121.894902,Santa Clara St at Almaden Blvd,2023-08-22T02:33:57.179000Z,0,True,1692671446,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,11,67b039eb-ea61-46c0-8da5-1f56de4ad9ca,
18,12,b347e314d1a3b9d27875b46ce3fd7f70,37.7719996,-122.3899698,China Basin St at 3rd St,2023-08-22T02:33:57.461000Z,7,True,1692671522,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,31,d88b1cad-d8e4-4eff-9897-9dabbc43bcbb,
14,8,5b3c9868ef64e09442b06df5ce4ef24d,37.78045005996349,-122.43194639682768,Turk St at Fillmore St,2023-08-22T02:33:57.418000Z,2,True,1692671459,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,23,9d47758e-44c7-4a16-a66a-efe7f942e7d1,
18,15,d94a66f24de908a615ce0a46f27a682b,37.78749210438603,-122.3982846736908,Salesforce Transit Center (Natoma St at 2nd St),2023-08-22T02:33:57.170000Z,2,True,1692671551,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,35,21883e7a-ea31-4cfc-843a-ca8263b39fda,
0,8,448833b358f62bf1d1206c813f792669,37.779046658472055,-122.44729131460188,Masonic Ave at Turk St,2023-08-22T02:33:57.415000Z,1,True,1692671508,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,22,175541bb-0ac6-42ba-bb50-071317d1237b,
12,13,515b2fdc0cfb6110776790b85400f062,37.75823842417928,-122.4260938167572,20th St at Dolores St,2023-08-22T02:33:57.428000Z,4,True,1692671489,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,27,2c3d0e1d-f278-48df-b887-4723d4bcbefe,
2,12,03cc61af40764524160f132da0f3f681,37.8505777,-122.2781754,Woolsey St at Sacramento St,2023-08-22T02:33:57.132000Z,0,True,1692671546,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,14,6b38a901-f4ae-4aef-b958-3b6efe69e9d6,
9,9,0a40fbe91996a7ac0b46d34871aa896b,37.73981271734901,-122.42552250623703,Randall St at Chenery St,2023-08-22T02:33:57.488000Z,7,True,1692671527,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,18,1bd76a29-5890-4194-993c-666c09af9993,
3,12,ff965c7f0bb892bf7053a78b4df24275,37.35288682729121,-121.88604980707169,Backesto Park (Jackson St at 13th St),2023-08-22T02:33:57.425000Z,0,True,1692671550,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,15,534d8e3d-3814-48c9-b25e-1d2b8205fcd9,
0,23,49bb4994b8e1aacd936090458544f74d,37.35306166133104,-121.89193725585936,Taylor St at 9th St,2023-08-22T02:33:57.350000Z,1,True,1692671551,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,23,d87d0852-6abb-428b-86dd-d470c64c8ff7,
13,15,1d2910bd99e3e2abbe63546c231cfab8,37.77452040113685,-122.4094493687153,8th St at Ringold St,2023-08-22T02:33:57.094000Z,3,True,1692671555,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,30,1822622c-b9e0-43fe-8bf9-9f26024aa426,
20,5,36460a8c801bc83206f3810f859f9573,37.7765126,-122.4113061,Howard St at 8th St,2023-08-22T02:33:57.342000Z,2,True,1692671502,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,27,6156f831-ca96-459d-aafe-685420751e4d,
21,2,d436129450e3a2223972a9b3f7134f73,37.8723555,-122.2664467,University Ave at Oxford St,2023-08-22T02:33:57.095000Z,0,True,1692671540,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,23,3494fb75-e57c-491f-a6e7-c2440c3a37e3,
9,10,1596efd5fa00679aefd3b5d3d1b2ef26,37.866249,-122.2993708,Addison St at Fourth St,2023-08-22T02:33:57.218000Z,0,True,1692671475,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,23,d1e31ce1-f129-48e0-bfe9-ba2674ed2daa,
8,14,0d5e25e4358800e347be5dd9808fabb5,37.8658466,-122.2674431,Channing Way at Shattuck Ave,2023-08-22T02:33:57.438000Z,0,True,1692671462,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,23,76709a87-13a8-4df3-a971-073c79fcf6b0,
18,0,4a2e731c87e9a1e07ad0f5c8a91efd4b,37.86641794050319,-122.25379943847655,Haste St at College Ave,2023-08-22T02:33:57.383000Z,0,True,1692671455,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,23,bd5a77f6-ebbe-496b-9887-069c87c7a423,
2,12,9cc649af249977ff781d4b755abd4388,37.87055532905745,-122.27972030639648,California St at University Ave,2023-08-22T02:33:57.407000Z,0,True,1692671473,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,15,f82dccaa-6309-4a54-a405-fe94412f71d6,
2,13,569d5c153e5380ea2f286b48217ec566,37.870407115465376,-122.29967594146727,Fifth St at Delaware St,2023-08-22T02:33:57.186000Z,0,True,1692671539,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,15,08f875e7-d696-4a4d-9656-43f07a953de4,
7,8,af8c8625437ce60d8d247d158945ebd8,37.88022244590679,-122.26959228515624,Vine St at Shattuck Ave,2023-08-22T02:33:57.145000Z,0,True,1692671488,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,15,618c724d-9025-470b-8621-4500a9b69773,
12,11,8be5197057004601e172a2eb9bbe1f11,37.876572549106854,-122.26952791213989,Virginia St at Shattuck Ave,2023-08-22T02:33:57.495000Z,0,True,1692671506,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,23,5d2b4506-3169-4f9a-af15-31c78768917a,
6,9,02f7cffdcfad5a5d9863c1b70a7eb17c,37.849594967776646,-122.26556897163393,Alcatraz Ave at Shattuck Ave,2023-08-22T02:33:57.364000Z,0,True,1692671486,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,15,04059da9-ebad-42e8-928b-14e5e3edf26f,
15,4,ebbfe1c4b86ffc03d3be17ba20a6ec99,37.8465156,-122.2653043,Bushrod Park,2023-08-22T02:33:57.187000Z,0,True,1692671544,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,19,48e675de-7b94-49ff-bb5e-fa146c243599,
9,10,6ad0aba1d60a8bba74e69b3c7278acb8,37.814988230424156,-122.27484405040741,Isabella St at San Pablo Ave,2023-08-22T02:33:57.122000Z,0,True,1692671460,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,19,e9b45d4b-900e-4d9f-bb75-74dcea012859,
15,0,4deef404025cb87bec9c395b953cdfd9,37.8513755,-122.2525233,College Ave at Alcatraz Ave,2023-08-22T02:33:57.107000Z,0,True,1692671557,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,15,76d7eeec-413a-4940-9bc2-8222d35f8fdc,
25,2,c2648d0ffed4d1f710ccaf79e9a304fa,37.8005161,-122.2720799,Franklin St at 9th St,2023-08-22T02:33:57.201000Z,0,True,1692671455,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,27,09c20e68-4f8c-4723-ae8f-bac3dd927848,
15,12,8302e5d11a6c84bac27a774de41474f9,37.7973195,-122.2653199,Lake Merritt BART Station,2023-08-22T02:33:57.485000Z,0,True,1692671466,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,26,ce264eb5-ebfe-4a03-8bd3-e319c32614ec,
